,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
1421,1421,1421,1421,"OUT FROM BONEVILLE (BONE, #1)","JEFF SMITH, STEVE HAMAKER",439706408,135,1993.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327921261M/106134.JPG,HISTORY
1422,1422,1422,1422,ROSE MADDER,STEPHEN KING,340640146,223,1995.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375870513M/10619.JPG,CLASSIC
1423,1423,1423,1423,"DIE TRYING (JACK REACHER, #2)",LEE CHILD,515142247,198,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377633008M/220969.JPG,SCIENCEFICTION
1424,1424,1424,1424,"BEAUTIFUL CHAOS (CASTER CHRONICLES, #3)","KAMI GARCIA, MARGARET STOHL, PAZ PRUNEDA",316123528,160,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878503M/10757833.JPG,PHILOSOPHY
1425,1425,1425,1425,KEEPING FAITH,JODI PICOULT,60878061,150,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407111555M/10913.JPG,HORROR
1426,1426,1426,1426,HEART-SHAPED BOX,JOE HILL,61147931,183,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328043955M/153025.JPG,TRAVEL
1427,1427,1427,1427,"CABIN FEVER (DIARY OF A WIMPY KID, #6)",JEFF KINNEY,1419702238,177,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350396037M/11254250.JPG,BIOGRAPHY
1428,1428,1428,1428,"BEYOND THE SHADOWS (NIGHT ANGEL, #3)",BRENT WEEKS,316033669,139,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327881432M/3754026.JPG,PHILOSOPHY
1429,1429,1429,1429,EVERYONE WORTH KNOWING,LAUREN WEISBERGER,1416543007,185,2005.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
1430,1430,1430,1430,"REDWALL (REDWALL, #1)",BRIAN JACQUES,1862301387,186,1986.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327877368M/7996.JPG,TRAVEL
1431,1431,1431,1431,THE COMMUNIST MANIFESTO,"KARL MARX, FRIEDRICH ENGELS, GARETH STEDMAN JONES",140447571,1083,1848.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1420003664M/30474.JPG,YOUNGADULT
1432,1432,1432,1432,THE WOMAN IN CABIN 10,RUTH WARE,1501132938,137,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1465878007M/28187230.JPG,HORROR
1433,1433,1433,1433,THE LAST OF THE MOHICANS (THE LEATHERSTOCKING TALES #2),JAMES FENIMORE COOPER,553213296,1156,1826.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
1434,1434,1434,1434,SOPHIE'S CHOICE,WILLIAM STYRON,679736379,218,1979.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356714742M/228560.JPG,HORROR
1435,1435,1435,1435,"SHOPAHOLIC AND SISTER (SHOPAHOLIC, #4)",SOPHIE KINSELLA,044024191X,189,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
1436,1436,1436,1436,THE IRON DAUGHTER,JULIE KAGAWA,373210132,144,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1271790654M/7747064.JPG,SCIENCE
1437,1437,1437,1437,THE PRAYER OF JABEZ:  BREAKING THROUGH TO THE BLESSED LIFE,BRUCE H. WILKINSON,1576737330,136,2000.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
1438,1438,1438,1438,THE AGE OF MIRACLES,KAREN THOMPSON WALKER,812983602,187,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342487370M/12401556.JPG,BIOGRAPHY
1439,1439,1439,1439,HAVE A LITTLE FAITH: A TRUE STORY,MITCH ALBOM,786868724,152,2009.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
1440,1440,1440,1440,MY LIFE IN FRANCE,"JULIA CHILD, ALEX PRUD'HOMME",1400043468,138,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395564378M/5084.JPG,SCIENCE
1441,1441,1441,1441,"THE ROSIE EFFECT (DON TILLMAN, #2)",GRAEME SIMSION,1922182109,160,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1426407990M/21844019.JPG,SCIENCEFICTION
1442,1442,1442,1442,THE SECRET OF THE NAGAS (SHIVA TRILOGY #2),AMISH TRIPATHI,9380658797,137,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308930273M/11827808.JPG,SCIENCEFICTION
1443,1443,1443,1443,HAM ON RYE,CHARLES BUKOWSKI,006117758X,185,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388195001M/38501.JPG,TRAVEL
1444,1444,1444,1444,FLIPPED,WENDELIN VAN DRAANEN,375825444,145,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388554293M/331920.JPG,TEXTBOOK
1445,1445,1445,1445,EMOTIONAL INTELLIGENCE 2.0,"TRAVIS BRADBERRY, JEAN GREAVES, PATRICK LENCIONI",974320625,128,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328765863M/6486483.JPG,SCIENCE
1446,1446,1446,1446,MAKE WAY FOR DUCKLINGS,ROBERT MCCLOSKEY,670035386,162,1941.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362580777M/29291.JPG,TRAVEL
1447,1447,1447,1447,"RELIC (PENDERGAST, #1)","DOUGLAS PRESTON, LINCOLN CHILD",765354942,198,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
1448,1448,1448,1448,NOTES FROM A SMALL ISLAND,BILL BRYSON,380727501,163,1995.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1479653223M/28.JPG,BIOGRAPHY
1449,1449,1449,1449,"SMALL FAVOR (THE DRESDEN FILES, #10)",JIM BUTCHER,451461894,131,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298085176M/927979.JPG,SCIENCE
1450,1450,1450,1450,"THE WALKING DEAD, COMPENDIUM 1",ROBERT KIRKMAN,1607060760,107,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1449865699M/6465707.JPG,SCIENCE
1451,1451,1451,1451,"PRINCESS ACADEMY (PRINCESS ACADEMY, #1)",SHANNON HALE,1599900734,150,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1349410861M/85990.JPG,SCIENCE
1452,1452,1452,1452,"EVERYTHING, EVERYTHING","NICOLA YOON, DAVID YOON",553496646,186,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450515891M/18692431.JPG,BIOGRAPHY
1453,1453,1453,1453,PYGMALION,GEORGE BERNARD SHAW,486282228,516,1912.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453757285M/7714.JPG,PHILOSOPHY
1454,1454,1454,1454,FLIGHT BEHAVIOR,BARBARA KINGSOLVER,62124269,138,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352212134M/13438524.JPG,HISTORY
1455,1455,1455,1455,"GRIP OF THE SHADOW PLAGUE (FABLEHAVEN, #3)",BRANDON MULL,1590388984,131,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
1456,1456,1456,1456,"BRIDGET JONES: THE EDGE OF REASON (BRIDGET JONES, #2)",HELEN FIELDING,140298479,241,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395233618M/363752.JPG,SCIENCE
1457,1457,1457,1457,CORELLI'S MANDOLIN,LOUIS DE BERNIÈRES,067976397X,205,1994.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1479680795M/3388.JPG,SCIENCE
1458,1458,1458,1458,"AT FIRST SIGHT (JEREMY MARSH & LEXIE DARNELL, #2)",NICHOLAS SPARKS,446698466,180,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
1459,1459,1459,1459,IN A SUNBURNED COUNTRY,BILL BRYSON,767903862,176,2000.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
1460,1460,1460,1460,THE MEMOIRS OF SHERLOCK HOLMES,ARTHUR CONAN DOYLE,192123092,739,1894.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410716044M/194373.JPG,HISTORY
1461,1461,1461,1461,THE ORPHAN MASTER'S SON,ADAM JOHNSON,812992792,155,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878601M/11529868.JPG,SCIENCE
1462,1462,1462,1462,"ENCHANTERS' END GAME (THE BELGARIAD, #5)",DAVID EDDINGS,345300785,155,1984.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1217735909M/44687.JPG,PHILOSOPHY
1463,1463,1463,1463,THE COMPLETE PERSEPOLIS,"MARJANE SATRAPI, MATTIAS RIPA, BLAKE FERRIS, ANJALI SINGH",375714839,160,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327876995M/991197.JPG,HORROR
1464,1464,1464,1464,THE CHOSEN,CHAIM POTOK,449213447,179,1967.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403191327M/187181.JPG,TEXTBOOK
1465,1465,1465,1465,THE AGONY AND THE ECSTASY,"IRVING STONE, שמואל שניצר",451171357,194,1958.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327879079M/321552.JPG,YOUNGADULT
1466,1466,1466,1466,"THE ANGEL'S GAME (THE CEMETERY OF FORGOTTEN BOOKS, #2)","CARLOS RUIZ ZAFÓN, LUCIA GRAVES",385528701,278,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
1467,1467,1467,1467,"LOVE, ROSIE",CECELIA AHERN,786891084,266,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1420732457M/147865.JPG,BIOGRAPHY
1468,1468,1468,1468,AMELIA BEDELIA  (AMELIA BEDELIA #1),"PEGGY PARISH, FRITZ SIEBEL",64441555,136,1963.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1353400157M/774001.JPG,CLASSIC
1469,1469,1469,1469,"THIS MAN (THIS MAN, #1)",JODI ELLEN MALPAS,,142,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352790466M/16140036.JPG,BIOGRAPHY
1470,1470,1470,1470,"A DOG'S PURPOSE (A DOG'S PURPOSE, #1)",W. BRUCE CAMERON,765326264,177,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
1471,1471,1471,1471,"AN EMBER IN THE ASHES (AN EMBER IN THE ASHES, #1)",SABAA TAHIR,1595148035,171,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417957944M/20560137.JPG,BIOGRAPHY
1472,1472,1472,1472,"LOVER ENSHRINED (BLACK DAGGER BROTHERHOOD, #6)",J.R. WARD,451222725,151,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327896547M/1240662.JPG,HISTORY
1473,1473,1473,1473,"THE GOLEM AND THE JINNI (THE GOLEM AND THE JINNI, #1)",HELENE WECKER,62110837,151,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1349205573M/15819028.JPG,HISTORY
1474,1474,1474,1474,الأسود يليق بك,"أحلام مستغانمي, AHLAM MOSTEGHANEMI",,107,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351004560M/16081961.JPG,CLASSIC
1475,1475,1475,1475,"THE SLIPPERY SLOPE (A SERIES OF UNFORTUNATE EVENTS, #10)","LEMONY SNICKET, BRETT HELQUIST",64410137,150,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343701012M/297792.JPG,YOUNGADULT
1476,1476,1476,1476,BLEAK HOUSE,"CHARLES DICKENS, NICOLA BRADBURY, HABLOT KNIGHT BROWNE",143037617,735,1853.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1280113147M/31242.JPG,TEXTBOOK
1477,1477,1477,1477,"CAPS FOR SALE: A TALE OF A PEDDLER, SOME MONKEYS AND THEIR MONKEY BUSINESS",ESPHYR SLOBODKINA,64431436,156,1938.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348541342M/775597.JPG,SCIENCE
1478,1478,1478,1478,"FURIES OF CALDERON (CODEX ALERA, #1)",JIM BUTCHER,044101268X,135,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329104514M/29396.JPG,YOUNGADULT
1479,1479,1479,1479,"ALANNA: THE FIRST ADVENTURE (SONG OF THE LIONESS, #1)",TAMORA PIERCE,689878559,114,1983.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
1480,1480,1480,1480,HER FEARFUL SYMMETRY,AUDREY NIFFENEGGER,224085611,172,2009.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327939087M/6202342.JPG,CLASSIC
1481,1481,1481,1481,THE BOSTON GIRL,ANITA DIAMANT,1439199353,124,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418103945M/22450859.JPG,HORROR
1482,1482,1482,1482,"LOVER AVENGED (BLACK DAGGER BROTHERHOOD, #7)",J.R. WARD,451225856,151,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1321039998M/5098079.JPG,SCIENCE
1483,1483,1483,1483,"THE FALL OF HYPERION (HYPERION CANTOS, #2)",DAN SIMMONS,553288202,174,1990.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429215870M/77565.JPG,SCIENCE
1484,1484,1484,1484,"THE BLACK DAHLIA (L.A. QUARTET, #1)",JAMES ELLROY,446698873,193,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387048173M/21704.JPG,PHILOSOPHY
1485,1485,1485,1485,"THROUGH THE LOOKING-GLASS, AND WHAT ALICE FOUND THERE","LEWIS CARROLL, JOHN TENNIEL, PETER GLASSMAN",688120490,1018,1871.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359299332M/83346.JPG,PHILOSOPHY
1486,1486,1486,1486,WILD SWANS: THREE DAUGHTERS OF CHINA,JUNG CHANG,743246985,239,1991.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
1487,1487,1487,1487,"GO, DOG. GO!",P.D. EASTMAN,394800206,136,1961.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333578440M/460548.JPG,HORROR
1488,1488,1488,1488,"ON THE BANKS OF PLUM CREEK  (LITTLE HOUSE, #4)","LAURA INGALLS WILDER, GARTH WILLIAMS",60885408,187,1937.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
1489,1489,1489,1489,"FINDERS KEEPERS (BILL HODGES TRILOGY, #2)",STEPHEN KING,1501100130,173,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1468705421M/22453035.JPG,SCIENCEFICTION
1490,1490,1490,1490,"THE STRAIN (THE STRAIN TRILOGY, #1)","GUILLERMO DEL TORO, CHUCK HOGAN",61558230,204,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1326225354M/6065215.JPG,SCIENCE
1491,1491,1491,1491,THE COMPLETE POEMS OF EMILY DICKINSON,"EMILY DICKINSON, THOMAS H. JOHNSON",316184136,162,1890.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1498347611M/112204.JPG,SCIENCE
1492,1492,1492,1492,"OLD YELLER (OLD YELLER, #1)",FRED GIPSON,60935472,158,1956.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327940112M/130580.JPG,PHILOSOPHY
1493,1493,1493,1493,BORN STANDING UP: A COMIC'S LIFE,STEVE MARTIN,1416553649,127,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
1494,1494,1494,1494,POSTSECRET: EXTRAORDINARY CONFESSIONS FROM ORDINARY LIVES (POSTSECRET),FRANK WARREN,60899190,107,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
1495,1495,1495,1495,"A STORM OF SWORDS: BLOOD AND GOLD (A SONG OF ICE AND FIRE, #3: PART 2 OF 2)",GEORGE R.R. MARTIN,7119550,149,2000.0,5.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1354567206M/147915.JPG,YOUNGADULT
1496,1496,1496,1496,"THE BORROWERS (THE BORROWERS, #1)","MARY NORTON, BETH KRUSH, JOE KRUSH",152047379,190,1952.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308945559M/348573.JPG,TEXTBOOK
1497,1497,1497,1497,HEARTS IN ATLANTIS,STEPHEN KING,340818670,212,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1374048926M/11602.JPG,SCIENCE
1498,1498,1498,1498,SMALL GREAT THINGS,JODI PICOULT,345544951,146,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1468057481M/28587957.JPG,CRIME
1499,1499,1499,1499,"A WILD SHEEP CHASE (THE RAT, #3)","HARUKI MURAKAMI, ALFRED BIRNBAUM",037571894X,246,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327908774M/11298.JPG,BIOGRAPHY
1500,1500,1500,1500,"THE QUEEN'S FOOL (THE PLANTAGENET AND TUDOR NOVELS, #12)",PHILIPPA GREGORY,743246071,161,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1399204116M/252499.JPG,SCIENCEFICTION
1501,1501,1501,1501,"DAYS OF BLOOD & STARLIGHT (DAUGHTER OF SMOKE & BONE, #2)",LAINI TAYLOR,316133973,166,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1461353798M/12812550.JPG,TEXTBOOK
1502,1502,1502,1502,JITTERBUG PERFUME,TOM ROBBINS,1842430351,131,1984.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
1503,1503,1503,1503,"THE BATTLE FOR SKANDIA (RANGER'S APPRENTICE, #4)",JOHN FLANAGAN,399244573,161,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1294443954M/144350.JPG,PHILOSOPHY
1504,1504,1504,1504,"THE DARKEST MINDS (THE DARKEST MINDS, #1)",ALEXANDRA BRACKEN,1423157370,141,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343178841M/10576365.JPG,HORROR
1505,1505,1505,1505,THE ZAHIR,"PAULO COELHO, MARGARET JULL COSTA",60832819,254,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1493044059M/1427.JPG,PHILOSOPHY
1506,1506,1506,1506,THE POWER OF POSITIVE THINKING,NORMAN VINCENT PEALE,1416560610,216,1952.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
1507,1507,1507,1507,"IN A DARK, DARK WOOD",RUTH WARE,1846558913,158,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429521615M/23346377.JPG,HISTORY
1508,1508,1508,1508,THE HOUSE OF MIRTH,"EDITH WHARTON, NINA BAWDEN",1844082938,702,1905.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328729186M/17728.JPG,CLASSIC
1509,1509,1509,1509,"FAIRY TAIL, VOL. 1 (FAIRY TAIL, #1)","HIRO MASHIMA, WILLIAM FLANAGAN",345501330,122,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
1510,1510,1510,1510,THE SLOW REGARD OF SILENT THINGS (THE KINGKILLER CHRONICLE #2.5),"PATRICK ROTHFUSS, NATE  TAYLOR",756410436,156,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398466695M/21535271.JPG,SCIENCEFICTION
1511,1511,1511,1511,TWELVE YEARS A SLAVE,SOLOMON NORTHUP,,849,1853.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1378793462M/18478222.JPG,SCIENCEFICTION
1512,1512,1512,1512,"LOVER MINE (BLACK DAGGER BROTHERHOOD, #8)",J.R. WARD,451229851,146,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
1513,1513,1513,1513,IN THE HEART OF THE SEA: THE TRAGEDY OF THE WHALESHIP ESSEX,NATHANIEL PHILBRICK,141001828,186,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335902168M/17780.JPG,HISTORY
1514,1514,1514,1514,INFIDEL,AYAAN HIRSI ALI,743289684,157,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
1515,1515,1515,1515,THE BLACK SWAN: THE IMPACT OF THE HIGHLY IMPROBABLE,NASSIM NICHOLAS TALEB,1400063515,203,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
1516,1516,1516,1516,"THE TWELVE (THE PASSAGE, #2)",JUSTIN CRONIN,345504984,175,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331230956M/13281368.JPG,CLASSIC
1517,1517,1517,1517,ONE DAY IN THE LIFE OF IVAN DENISOVICH,"ALEKSANDR SOLZHENITSYN, H.T. WILLETTS",374529523,364,1962.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427731744M/17125.JPG,SCIENCE
1518,1518,1518,1518,"THE DIAMOND AGE: OR, A YOUNG LADY'S ILLUSTRATED PRIMER",NEAL STEPHENSON,553380966,158,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
1519,1519,1519,1519,A CANTICLE FOR LEIBOWITZ,WALTER M. MILLER JR.,60892994,218,1959.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450516880M/164154.JPG,HISTORY
1520,1520,1520,1520,"ANTIGONE (THE THEBAN PLAYS, #3)","SOPHOCLES, J.E. THOMAS",1580493882,523,-441.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486701308M/7728.JPG,SCIENCE
1521,1521,1521,1521,BROOKLYN,COLM TÓIBÍN,1439138311,186,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1489957005M/4954833.JPG,YOUNGADULT
1522,1522,1522,1522,"WITHER (THE CHEMICAL GARDEN, #1)",LAUREN DESTEFANO,1442409053,144,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341532430M/8525590.JPG,SCIENCE
1523,1523,1523,1523,HILLBILLY ELEGY: A MEMOIR OF A FAMILY AND CULTURE IN CRISIS,J.D. VANCE,62300547,130,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463569814M/27161156.JPG,CRIME
1524,1524,1524,1524,"CROSSROADS OF TWILIGHT (WHEEL OF TIME, #10)",ROBERT JORDAN,312864590,155,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408325146M/113435.JPG,BIOGRAPHY
1525,1525,1525,1525,THE RED BADGE OF COURAGE,STEPHEN CRANE,1580495869,900,1871.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327936136M/35220.JPG,TEXTBOOK
1526,1526,1526,1526,WHAT IF?: SERIOUS SCIENTIFIC ANSWERS TO ABSURD HYPOTHETICAL QUESTIONS,RANDALL MUNROE,544272994,159,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451351509M/21413662.JPG,SCIENCE
1527,1527,1527,1527,"GARDENS OF THE MOON (THE MALAZAN BOOK OF THE FALLEN, #1)",STEVEN ERIKSON,765348780,164,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355144064M/55399.JPG,TRAVEL
1528,1528,1528,1528,THE WITCH OF PORTOBELLO,PAULO COELHO,7251866,233,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
1529,1529,1529,1529,"A SWIFTLY TILTING PLANET (A WRINKLE IN TIME QUINTET, #3)",MADELEINE L'ENGLE,440401585,120,1978.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327465278M/77276.JPG,HORROR
1530,1530,1530,1530,"GREGOR THE OVERLANDER (UNDERLAND CHRONICLES, #1)",SUZANNE COLLINS,043977134X,175,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
1531,1531,1531,1531,SING YOU HOME,JODI PICOULT,1439102724,152,2011.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
